,station,year,month,day,hour,precip,wind_speed,wind_gust,distance,category
728,CSAP4,2018,9,14,2,0.0,3.130000114440918,10.279999732971191,447.4677763773028,1.0
729,CSAP4,2018,9,14,3,0.0,4.46999979019165,8.9399995803833,447.4677763773028,1.0
730,CSAP4,2018,9,14,4,0.0,4.019999980926514,7.599999904632568,447.4677763773028,1.0
731,CSAP4,2018,9,14,5,0.0,3.130000114440918,7.599999904632568,447.4677763773028,1.0
732,CSAP4,2018,9,14,6,0.0,3.5799999237060547,7.150000095367432,447.4677763773028,1.0
733,CSAP4,2018,9,14,6,0.0,3.5799999237060547,7.150000095367432,368.7797548748891,1.0
734,CSAP4,2018,9,14,7,0.0,4.46999979019165,8.050000190734863,368.7797548748891,1.0
735,CSAP4,2018,9,14,8,0.0,4.019999980926514,8.050000190734863,368.7797548748891,1.0
736,CSAP4,2018,9,14,9,0.0,4.920000076293945,10.279999732971191,368.7797548748891,1.0
737,CSAP4,2018,9,14,10,0.0,5.369999885559082,10.279999732971191,368.7797548748891,1.0
738,CSAP4,2018,9,14,11,0.0,3.130000114440918,9.390000343322754,368.7797548748891,1.0
739,CSAP4,2018,9,14,12,0.0,5.369999885559082,12.520000457763672,368.7797548748891,1.0
740,CSAP4,2018,9,14,12,0.0,5.369999885559082,12.520000457763672,311.2668766853506,1.0
741,CSAP4,2018,9,14,13,0.50799560546875,4.019999980926514,10.279999732971191,311.2668766853506,1.0
742,CSAP4,2018,9,14,14,0.0,4.019999980926514,10.729999542236328,311.2668766853506,1.0
743,CSAP4,2018,9,14,15,0.0,5.369999885559082,8.050000190734863,311.2668766853506,1.0
744,CSAP4,2018,9,14,16,5.08001708984375,7.599999904632568,12.520000457763672,311.2668766853506,1.0
745,CSAP4,2018,9,14,17,0.0,5.369999885559082,14.3100004196167,311.2668766853506,1.0
746,CSAP4,2018,9,14,18,0.0,4.019999980926514,8.050000190734863,311.2668766853506,1.0
747,CSAP4,2018,9,14,18,0.0,4.019999980926514,8.050000190734863,331.31276978006485,1.0
748,CSAP4,2018,9,14,19,0.0,4.920000076293945,8.050000190734863,331.31276978006485,1.0
749,CSAP4,2018,9,14,20,0.253997802734375,4.920000076293945,8.050000190734863,331.31276978006485,1.0
750,CSAP4,2018,9,14,21,2.031982421875,6.699999809265137,8.9399995803833,331.31276978006485,1.0
751,CSAP4,2018,9,14,22,0.253997802734375,1.340000033378601,8.489999771118164,331.31276978006485,1.0
752,CSAP4,2018,9,14,23,0.0,2.2300000190734863,3.5799999237060547,331.31276978006485,1.0
753,CSAP4,2018,9,15,0,0.0,3.130000114440918,4.920000076293945,331.31276978006485,1.0
754,CSAP4,2019,8,28,0,0.0,2.680000066757202,5.369999885559082,449.75734702015893,3.0
755,CSAP4,2019,8,28,1,0.0,3.130000114440918,5.809999942779541,449.75734702015893,3.0
756,CSAP4,2019,8,28,2,0.0,2.2300000190734863,4.920000076293945,449.75734702015893,3.0
757,CSAP4,2019,8,28,3,0.0,1.340000033378601,3.130000114440918,449.75734702015893,3.0
758,CSAP4,2019,8,28,4,0.0,3.130000114440918,5.809999942779541,449.75734702015893,3.0
759,CSAP4,2019,8,28,5,0.0,2.680000066757202,6.699999809265137,449.75734702015893,3.0
760,CSAP4,2019,8,28,6,0.0,4.019999980926514,6.699999809265137,449.75734702015893,3.0
761,CSAP4,2019,8,28,6,0.0,4.019999980926514,6.699999809265137,344.5215784092652,3.0
762,CSAP4,2019,8,28,7,0.0,2.2300000190734863,6.699999809265137,344.5215784092652,3.0
763,CSAP4,2019,8,28,8,0.0,2.680000066757202,5.369999885559082,344.5215784092652,3.0
